employee_id,department,level,office,remote,tenure_years,salary_usd,performance_score,satisfaction_score,training_hours,bonus_usd,projects_completed
EMP-0297,Marketing,Mid,Dubai,Yes,10,85857.0,4.36,3.89,26,21543.34,20
EMP-0298,Sales,Lead,Casablanca,Yes,13,157845.0,3.79,2.79,9,20644.42,2
EMP-0299,Marketing,Mid,Doha,No,9,83897.0,3.42,3.15,34,17795.51,19
EMP-0300,Operations,Mid,Casablanca,Yes,4,73185.0,2.34,2.41,64,12961.68,6
EMP-0301,Operations,Junior,Amman,No,2,48315.0,3.45,4.2,46,16343.06,21
EMP-0302,Operations,Senior,Casablanca,No,5,116035.0,4.49,4.23,51,19078.9,9
EMP-0303,Engineering,Junior,Dubai,No,11,85131.0,2.51,3.38,62,12162.16,1
EMP-0304,Sales,Mid,Casablanca,No,13,93981.0,3.3,3.49,27,18536.03,12
EMP-0305,Sales,Junior,Amman,No,5,58740.0,3.19,2.91,2,14370.07,2
EMP-0306,Engineering,Mid,Doha,No,2,94702.0,2.94,3.14,70,13173.28,7
EMP-0307,Finance,Mid,Cairo,Yes,0,87241.0,3.7,4.03,49,18693.98,18
EMP-0308,Product,Junior,Casablanca,Yes,1,69767.0,3.85,4.41,45,19450.03,14
EMP-0309,Product,Mid,Amman,No,8,109700.0,3.85,3.61,45,16382.45,18
EMP-0310,Engineering,Manager,Doha,No,8,239978.0,2.72,1.91,68,12525.69,22
EMP-0311,Product,Junior,Casablanca,No,9,73997.0,2.18,1.5,61,9916.64,12
EMP-0312,Product,Mid,Dubai,Yes,0,96184.0,3.71,3.4,53,17186.16,14
EMP-0313,Marketing,Mid,Amman,No,6,80335.0,3.1,1.76,62,16155.64,2
EMP-0314,Marketing,Mid,Amman,No,2,83147.0,4.97,5.0,23,21170.69,7
EMP-0315,Engineering,Senior,Riyadh,No,4,144469.0,5.0,4.86,56,24134.5,18
EMP-0316,Engineering,Junior,Riyadh,No,8,88331.0,5.0,4.12,78,22652.48,2
EMP-0317,Operations,Mid,Riyadh,No,3,63708.0,2.75,2.26,18,16530.52,9
EMP-0318,Engineering,Senior,Cairo,No,9,141062.0,3.96,4.39,45,18591.33,4
EMP-0319,Sales,Mid,Riyadh,No,4,81290.0,4.2,3.27,54,18981.02,21
EMP-0320,Sales,Manager,Amman,No,7,196383.0,4.11,3.26,41,19610.14,14
EMP-0321,Marketing,Manager,Amman,No,6,168887.0,3.22,2.79,77,14503.5,16
EMP-0322,Operations,Junior,Dubai,No,5,58090.0,4.52,4.23,32,17805.08,17
EMP-0323,Marketing,Mid,Doha,No,1,73566.0,3.5,3.82,17,15840.81,6
EMP-0324,HR,Junior,Riyadh,No,8,196875.30847136746,3.6,4.24,10,16246.0,2
EMP-0325,Operations,Junior,Doha,No,13,69727.0,2.27,3.22,67,8644.4,10
EMP-0326,Engineering,Mid,Cairo,Yes,9,120824.0,4.02,3.81,54,18256.86,5
EMP-0327,Engineering,Mid,Riyadh,No,10,117491.0,3.29,3.92,46,12224.35,8
EMP-0328,Product,Mid,Cairo,No,11,117533.0,3.87,3.31,34,17240.13,8
EMP-0329,Sales,Junior,Doha,Yes,0,51844.0,3.69,2.49,32,17355.38,19
EMP-0330,Sales,Junior,Amman,Yes,11,68225.0,3.64,3.15,74,16953.44,8
EMP-0331,Engineering,Manager,Riyadh,Yes,3,221566.0,3.46,2.94,54,15429.8,4
EMP-0332,Engineering,Manager,Amman,No,9,235520.0,4.13,3.51,77,18714.68,24
EMP-0333,Sales,Junior,Dubai,No,13,69245.0,3.34,2.76,64,14355.62,2
EMP-0334,Marketing,Senior,Cairo,No,12,122771.0,2.34,2.36,61,11326.76,5
EMP-0335,Finance,Mid,Riyadh,Yes,5,86306.0,3.96,4.14,44,18198.82,9
EMP-0336,HR,Senior,Amman,No,11,102746.0,2.85,4.03,19,12131.37,2
EMP-0337,Engineering,Senior,Doha,No,8,137976.0,2.44,1.67,52,12152.03,22
EMP-0338,Sales,Lead,Casablanca,No,1,142681.0,2.68,2.1,57,13157.44,9
EMP-0339,HR,Junior,Doha,Yes,3,,3.73,3.13,41,16902.68,19
EMP-0340,Finance,Mid,Amman,Yes,13,,3.42,3.86,1,19507.27,4
EMP-0341,Marketing,Manager,Riyadh,No,12,184469.0,1.79,2.13,76,8823.13,13
EMP-0342,Sales,Junior,Dubai,Yes,12,76165.0,3.19,2.8,66,14492.06,4
EMP-0343,Engineering,Junior,Riyadh,No,5,75798.0,4.44,4.53,28,19495.03,6
EMP-0344,Operations,Senior,Cairo,No,4,105689.0,3.14,3.77,39,13227.24,10
EMP-0345,Marketing,Senior,Cairo,Yes,11,111635.0,3.37,3.35,9,16672.84,21
EMP-0346,Marketing,Senior,Riyadh,Yes,0,105071.0,4.33,3.54,74,18675.08,8
EMP-0347,Sales,Senior,Casablanca,No,12,117312.0,4.14,4.06,18,18020.92,19
EMP-0348,Sales,Senior,Riyadh,No,8,119773.0,4.32,3.88,30,18825.72,3
EMP-0349,Engineering,Junior,Doha,No,8,72841.0,1.28,1.75,34,5406.8,7
EMP-0350,Finance,Senior,Doha,Yes,6,118584.0,4.89,4.11,21,19398.01,15
EMP-0351,Sales,Senior,Doha,No,13,127169.0,4.01,4.36,50,17643.9,12
EMP-0352,Engineering,Lead,Riyadh,No,10,195042.0,5.0,4.65,79,23810.0,13
EMP-0353,Sales,Junior,Amman,No,0,53925.0,2.87,3.63,68,13866.85,17
EMP-0354,HR,Junior,Casablanca,No,7,49704.0,2.09,3.26,42,12615.67,2
EMP-0355,Product,Senior,Amman,Yes,12,136130.0,3.51,3.73,10,17350.69,17
EMP-0356,Sales,Junior,Doha,No,1,53791.0,3.28,2.99,69,16060.7,21
EMP-0357,Marketing,Junior,Casablanca,No,10,73803.0,4.02,4.44,20,21220.28,19
EMP-0358,Operations,Lead,Riyadh,Yes,3,135468.0,4.36,4.33,72,19666.04,7
EMP-0359,Marketing,Mid,Doha,No,7,80600.0,3.43,4.96,31,16001.31,9
EMP-0360,Operations,Mid,Cairo,No,12,89642.0,3.31,3.5,41,15374.02,24
EMP-0361,Engineering,Junior,Amman,No,6,78653.0,3.92,4.16,34,20272.02,19
EMP-0362,HR,Junior,Doha,Yes,0,52295.0,3.29,3.48,36,15342.51,23
EMP-0363,Operations,Senior,Riyadh,No,0,86677.0,3.23,3.2,13,14085.24,22
EMP-0364,Sales,Mid,Amman,Yes,10,95041.0,4.33,3.88,44,20566.29,11
EMP-0365,Marketing,Junior,Riyadh,No,13,76412.0,4.51,4.33,32,19208.46,4
EMP-0366,Engineering,Mid,Dubai,No,4,100145.0,4.37,4.37,67,20642.33,6
EMP-0367,Sales,Junior,Dubai,Yes,13,67019.0,3.37,4.05,38,16255.51,8
EMP-0368,Engineering,Junior,Amman,Yes,6,64699.0,1.79,2.44,77,8726.2,21
EMP-0369,Engineering,Junior,Riyadh,No,0,66224.0,3.38,3.09,23,16550.74,7
EMP-0370,HR,Mid,Amman,Yes,7,78802.0,2.89,2.83,26,11421.5,9
EMP-0371,Engineering,Junior,Dubai,No,13,89847.0,3.4,2.58,2,16008.57,21
EMP-0372,Marketing,Mid,Casablanca,No,3,,2.96,4.07,59,13250.99,4
EMP-0373,Product,Mid,Riyadh,No,13,119858.0,3.48,3.11,5,20423.71,16
EMP-0374,Product,Mid,Cairo,Yes,9,100865.0,2.67,3.45,22,12941.77,14
EMP-0375,Sales,Junior,Casablanca,Yes,5,64508.0,2.48,2.9,72,11002.2,24
EMP-0376,Product,Junior,Doha,Yes,9,75308.0,4.48,4.32,48,18240.79,12
EMP-0377,Marketing,Junior,Amman,No,5,61554.0,2.72,2.84,44,14900.06,13
EMP-0378,HR,Mid,Doha,No,1,74311.0,3.5,2.98,64,15676.07,21
EMP-0379,Sales,Senior,Casablanca,No,12,135612.0,4.26,3.4,61,18220.14,24
EMP-0380,HR,Junior,Dubai,Yes,5,61577.0,4.23,5.0,70,19776.51,18
EMP-0381,Marketing,Senior,Dubai,Yes,7,111720.0,4.14,3.96,53,19845.27,17
EMP-0382,Marketing,Senior,Amman,Yes,10,123271.0,3.74,4.29,35,18168.56,22
EMP-0383,Engineering,Junior,Casablanca,No,1,71555.0,4.08,4.69,10,18662.28,24
EMP-0384,Engineering,Junior,Amman,Yes,10,84204.0,4.6,3.97,29,21052.36,18
EMP-0385,Operations,Junior,Cairo,Yes,5,63347.0,3.84,3.94,56,17976.13,8
EMP-0386,Marketing,Junior,Cairo,No,7,56135.0,2.03,2.45,20,10531.59,16
EMP-0387,Sales,Mid,Doha,No,6,82916.0,3.08,2.46,53,15061.46,6
EMP-0388,Operations,Junior,Doha,Yes,10,71114.0,4.06,3.73,10,20181.48,13
EMP-0389,Product,Senior,Dubai,No,2,126042.0,3.0,3.45,4,14177.58,11
EMP-0390,Finance,Mid,Casablanca,Yes,1,82202.0,4.8,4.06,29,20418.35,24
EMP-0391,Product,Senior,Dubai,Yes,5,,3.45,3.22,18,15771.28,14
EMP-0392,HR,Senior,Doha,Yes,1,99932.0,3.57,3.39,69,17617.11,24
EMP-0393,Product,Mid,Riyadh,Yes,3,106768.0,4.4,5.0,30,17299.35,20
EMP-0394,Engineering,Manager,Doha,No,9,208629.0,3.35,2.25,33,12914.5,21
EMP-0395,Finance,Manager,Amman,No,11,204790.0,3.64,3.85,32,18169.71,5
EMP-0396,Engineering,Mid,Riyadh,No,9,112704.0,4.22,3.8,25,21501.24,19
EMP-0397,HR,Junior,Casablanca,Yes,4,52480.0,2.32,2.24,73,9355.37,7
EMP-0398,Marketing,Mid,Riyadh,No,11,92371.0,3.27,3.12,59,15392.09,14
EMP-0399,Engineering,Junior,Cairo,No,5,83737.0,4.16,4.31,12,18386.64,12
EMP-0400,Engineering,Mid,Cairo,Yes,2,95678.0,3.55,3.92,17,16029.17,7
EMP-0401,HR,Mid,Casablanca,No,10,82289.0,4.67,4.38,6,21588.54,24
EMP-0402,Marketing,Mid,Amman,No,7,81521.0,2.24,3.22,20,8965.59,22
EMP-0403,Operations,Senior,Cairo,No,5,97192.0,2.15,3.26,52,8860.77,14
EMP-0404,Engineering,Junior,Cairo,Yes,9,82114.0,4.12,4.37,74,18334.27,1
EMP-0405,HR,Mid,Riyadh,No,10,77018.0,4.19,3.61,38,18891.05,5
EMP-0406,Sales,Mid,Amman,No,3,75010.0,3.35,3.64,6,13861.75,6
EMP-0407,Marketing,Senior,Dubai,No,1,114100.0,3.82,3.97,3,18729.8,24
EMP-0408,Product,Senior,Cairo,No,7,130094.0,4.1,3.38,33,18077.55,10
EMP-0409,Engineering,Junior,Riyadh,Yes,0,66423.0,2.85,2.05,21,12832.69,2
EMP-0410,HR,Senior,Dubai,No,8,108879.0,2.93,1.84,46,14248.98,15
EMP-0411,HR,Junior,Casablanca,No,6,52117.0,3.65,3.6,9,16644.12,23
EMP-0412,Product,Senior,Amman,No,3,129186.0,4.22,4.14,18,20493.95,14
EMP-0413,HR,Mid,Dubai,Yes,8,74523.0,2.57,2.09,44,10882.25,11
EMP-0414,Engineering,Mid,Casablanca,Yes,5,102715.0,3.34,3.97,22,13438.82,5
EMP-0415,Engineering,Senior,Amman,Yes,5,137127.0,3.3,3.4,29,14914.68,22
EMP-0416,Engineering,Lead,Cairo,Yes,3,180527.0,3.83,4.49,17,17694.7,3
EMP-0417,Sales,Senior,Dubai,No,9,113981.0,3.49,3.67,4,14309.64,23
EMP-0418,Engineering,Mid,Riyadh,Yes,12,101588.0,3.06,2.5,27,12284.2,6
EMP-0419,Sales,Senior,Amman,No,8,109925.0,4.5,4.42,26,20668.63,4
EMP-0420,Engineering,Mid,Riyadh,No,3,95704.0,3.07,3.55,71,13251.42,9
EMP-0421,Finance,Senior,Dubai,No,11,128444.0,3.27,2.96,71,13039.79,1
EMP-0422,Operations,Lead,Riyadh,Yes,1,127214.0,2.23,1.69,34,12300.58,1
EMP-0423,Finance,Junior,Doha,No,4,57344.0,2.93,3.11,23,12854.53,5
EMP-0424,Engineering,Junior,Cairo,No,0,68850.0,3.91,3.14,33,19658.73,17
EMP-0425,Finance,Junior,Doha,No,11,77253.0,3.76,4.3,48,17319.93,20
EMP-0426,Engineering,Junior,Casablanca,Yes,0,71374.0,3.98,3.54,30,18656.52,6
EMP-0427,Finance,Mid,Riyadh,No,7,97402.0,3.94,4.79,60,17734.05,16
EMP-0428,Marketing,Junior,Dubai,Yes,2,54098.0,5.0,3.23,77,18517.26,9
EMP-0429,Product,Senior,Riyadh,No,2,134768.0,2.9,3.11,32,11982.01,11
EMP-0430,Engineering,Junior,Riyadh,Yes,8,72638.0,2.2,3.4,9,10570.17,9
EMP-0431,Operations,Junior,Cairo,Yes,11,66563.0,2.66,2.33,9,13217.24,22
EMP-0432,HR,Senior,Dubai,No,0,85901.0,2.94,2.96,69,11151.22,13
EMP-0433,Marketing,Mid,Riyadh,Yes,2,77368.0,2.72,2.66,33,12845.86,13
EMP-0434,HR,Mid,Cairo,No,4,75268.0,3.57,3.09,26,14831.3,21
EMP-0435,HR,Senior,Cairo,No,13,119334.0,4.5,4.3,49,20760.85,16
EMP-0436,Engineering,Manager,Amman,Yes,0,202651.0,4.73,3.53,76,21344.15,4
EMP-0437,Finance,Mid,Casablanca,Yes,2,90109.0,3.9,3.67,33,19009.73,5
EMP-0438,Product,Junior,Cairo,Yes,5,80754.0,5.0,4.81,25,24100.23,9
EMP-0439,Sales,Junior,Cairo,No,4,59618.0,3.21,3.12,69,15691.07,3
EMP-0440,Engineering,Manager,Riyadh,No,0,202407.0,2.19,1.94,6,12005.33,17
EMP-0441,HR,Senior,Cairo,Yes,7,99237.0,4.34,4.66,67,19213.16,12
EMP-0442,Finance,Senior,Casablanca,No,8,118683.0,2.03,2.86,41,14257.0,2
EMP-0443,Product,Senior,Riyadh,Yes,2,138215.0,2.9,2.4,1,11834.96,10
EMP-0444,Product,Junior,Amman,No,9,78401.0,3.92,2.96,18,17155.94,20
EMP-0445,Sales,Mid,Casablanca,No,0,79502.0,3.42,2.82,54,17208.04,22
EMP-0446,Finance,Senior,Doha,Yes,10,137125.0,3.35,3.67,60,16687.48,24
EMP-0447,HR,Lead,Dubai,No,3,122489.0,2.56,2.95,15,12963.63,23
EMP-0448,Product,Junior,Amman,Yes,3,,3.49,3.92,52,17176.68,15
EMP-0449,Sales,Senior,Cairo,No,2,,4.3,3.82,79,16446.97,23
EMP-0450,Marketing,Junior,Amman,No,12,70808.0,3.52,2.91,54,18651.04,23
EMP-0451,Sales,Manager,Casablanca,No,7,165840.0,2.84,3.54,56,13104.6,16
EMP-0452,Sales,Junior,Casablanca,No,9,69570.0,2.5,2.42,15,13877.11,10
EMP-0453,Engineering,Senior,Dubai,No,2,148362.0,2.85,3.11,50,10429.47,24
EMP-0454,Engineering,Junior,Amman,Yes,0,67685.0,3.81,2.74,56,17903.09,10
EMP-0455,Sales,Senior,Dubai,No,0,117276.0,3.77,3.3,8,16509.25,4
EMP-0456,Operations,Senior,Riyadh,Yes,6,112400.0,2.86,3.61,24,14368.48,3
EMP-0457,Product,Mid,Cairo,No,4,,1.73,1.78,70,9247.45,14
EMP-0458,Engineering,Senior,Amman,Yes,10,157470.0,3.84,4.17,79,18160.31,1
EMP-0459,Finance,Lead,Amman,No,11,165162.0,2.78,1.55,13,11595.29,3
EMP-0460,HR,Lead,Amman,No,4,117819.0,4.05,3.5,58,18429.8,6
EMP-0461,Sales,Mid,Casablanca,Yes,6,76241.0,2.9,2.92,40,13389.22,13
EMP-0462,Engineering,Senior,Amman,No,5,138525.0,2.71,3.94,47,13623.62,12
EMP-0463,Finance,Mid,Cairo,No,9,102379.0,3.62,2.83,40,18198.6,13
EMP-0464,Sales,Senior,Cairo,Yes,8,119277.0,5.0,4.9,69,22725.71,13
EMP-0465,Marketing,Mid,Dubai,No,9,93849.0,4.1,4.5,35,16802.48,24
EMP-0466,Product,Senior,Doha,No,0,134465.0,3.61,3.09,47,16819.07,6
EMP-0467,Engineering,Junior,Dubai,No,4,76958.0,3.79,3.43,53,21322.36,12
EMP-0468,Product,Mid,Dubai,Yes,13,103082.0,2.1,2.55,44,12785.26,15
EMP-0469,Finance,Junior,Cairo,No,4,61734.0,2.6,1.93,70,7967.34,7
EMP-0470,Sales,Mid,Casablanca,Yes,2,68937.0,1.49,1.77,18,7858.29,5
EMP-0471,Engineering,Junior,Dubai,No,2,70583.0,4.88,5.0,75,23410.56,2
EMP-0472,Sales,Junior,Cairo,Yes,0,53486.0,4.72,4.62,54,21058.53,8
EMP-0473,Finance,Senior,Dubai,Yes,10,122371.0,3.81,3.58,76,16829.73,7
EMP-0474,Engineering,Mid,Casablanca,Yes,0,90323.0,3.61,3.59,29,16253.54,5
EMP-0475,Finance,Junior,Doha,Yes,8,68153.0,2.26,2.93,38,11814.94,7
EMP-0476,Marketing,Senior,Doha,No,5,108187.0,3.32,3.79,3,13740.45,17
EMP-0477,Product,Lead,Riyadh,No,1,161792.0,4.93,4.12,73,24005.47,20
EMP-0478,HR,Lead,Cairo,No,12,144767.0,3.61,4.44,65,16557.57,13
EMP-0479,Operations,Lead,Casablanca,No,10,133372.0,3.05,3.92,23,12900.25,2
EMP-0480,Product,Manager,Dubai,Yes,11,236210.0,2.09,2.87,4,11979.41,18
EMP-0481,Engineering,Senior,Riyadh,Yes,13,161764.0,4.6,3.72,55,18520.13,4
EMP-0482,Product,Manager,Dubai,No,12,201704.0,3.44,2.8,53,15131.7,2
EMP-0483,Engineering,Manager,Doha,No,9,240666.0,2.09,2.27,42,9439.86,14
EMP-0484,Sales,Mid,Casablanca,No,7,91004.0,2.76,2.97,12,16310.38,11
EMP-0485,Operations,Lead,Riyadh,Yes,9,132997.0,2.48,1.67,73,10879.94,8
EMP-0486,Operations,Senior,Doha,No,6,,3.39,3.67,34,12524.89,24
EMP-0487,Product,Senior,Dubai,Yes,2,132340.0,3.67,4.34,57,16023.94,3
EMP-0488,Sales,Lead,Doha,No,5,140191.0,3.1,3.51,68,15192.52,2
EMP-0489,Engineering,Mid,Casablanca,Yes,6,112145.0,4.12,3.48,43,19987.0,15
EMP-0490,Sales,Mid,Riyadh,No,0,77041.0,3.56,3.02,7,19879.59,11
EMP-0491,Engineering,Senior,Cairo,Yes,11,143787.0,4.35,4.22,71,21879.72,20
EMP-0492,HR,Senior,Doha,No,12,100684.0,3.21,3.16,53,15281.71,1
EMP-0493,Operations,Lead,Cairo,Yes,5,121262.0,5.0,4.77,71,21162.88,11
EMP-0494,Engineering,Lead,Doha,No,6,168624.0,3.05,3.49,49,16739.36,4
EMP-0495,Finance,Senior,Doha,Yes,11,127176.0,2.78,3.6,72,12611.97,1
EMP-0496,Marketing,Manager,Riyadh,No,6,180146.0,2.68,2.2,69,11764.39,12
EMP-0497,Operations,Junior,Amman,Yes,9,58891.0,3.33,3.46,17,14865.63,18
EMP-0498,Sales,Manager,Cairo,Yes,7,168082.0,2.12,2.27,13,8543.93,4
EMP-0499,Engineering,Junior,Doha,No,3,68396.0,3.74,3.56,12,16492.2,21
EMP-0241,Engineering,Senior,Riyadh,Yes,8,156268.0,4.55,3.6,75,22502.27,21
EMP-0448,Product,Junior,Amman,Yes,3,,3.49,3.92,52,17176.68,15
EMP-0075,Marketing,Junior,Cairo,No,1,55968.0,3.37,3.06,16,14087.76,18
EMP-0212,Sales,Manager,Dubai,Yes,11,187908.0,3.49,3.49,77,16118.94,8
EMP-0481,Engineering,Senior,Riyadh,Yes,13,161764.0,4.6,3.72,55,18520.13,4
EMP-0280,Product,Senior,Amman,Yes,10,147281.0,2.25,2.17,27,10645.46,6
EMP-0474,Engineering,Mid,Casablanca,Yes,0,90323.0,3.61,3.59,29,16253.54,5
EMP-0269,Engineering,Mid,Riyadh,No,9,104574.0,4.16,5.0,62,17944.7,21
EMP-0040,Engineering,Mid,Cairo,No,7,107808.0,2.6,2.46,18,10835.19,9
EMP-0222,Finance,Senior,Riyadh,No,2,120316.0,3.4,3.17,75,13492.43,10
EMP-0056,Engineering,Senior,Dubai,No,13,156228.0,3.61,3.09,71,19546.81,19
EMP-0344,Operations,Senior,Cairo,No,4,105689.0,3.14,3.77,39,13227.24,10
EMP-0472,Sales,Junior,Cairo,Yes,0,53486.0,4.72,4.62,54,21058.53,8
EMP-0248,HR,Junior,Cairo,No,4,51213.0,3.95,3.44,27,17942.55,2
EMP-0221,Operations,Senior,Riyadh,Yes,0,244686.29848218136,2.42,3.48,45,11993.68,23
