order_id,order_date,region,country,product_line,channel,segment,quantity,unit_price_usd,discount_pct,revenue_usd,profit_usd,marketing_spend_usd
ORD-00214,2023-11-08,Gulf,Kuwait,Analytics Suite,Partner,Mid-Market,23,663.59,0.219,18443.95,4249.43,2430.21
ORD-00215,2023-11-11,Gulf,Egypt,Professional Services,Direct,Mid-Market,29,424.4,0.079,17030.56,2764.01,11681.29
ORD-00216,2023-11-15,Gulf,Morocco,Support Plan,Partner,Enterprise,32,171.7,0.154,14624.87,3795.46,235.91
ORD-00217,2023-11-17,North Africa,Kuwait,Support Plan,Reseller,SMB,8,166.54,0.292,957.48,154.94,5877.13
ORD-00218,2023-11-17,Gulf,Kuwait,Hardware,Online,Mid-Market,36,202.91,0.212,8788.45,1293.41,50.0
ORD-00219,2023-11-19,North Africa,Morocco,Hardware,Reseller,Startup,7,863.86,0.024,3128.81,1042.52,2579.1
ORD-00220,2023-11-19,Nile Valley,Egypt,Professional Services,Direct,Enterprise,1,719.44,0.155,1868.32,494.76,50.0
ORD-00221,2023-11-20,Gulf,Kuwait,Support Plan,Direct,Enterprise,2,258.38,0.109,1317.18,,50.0
ORD-00222,2023-11-23,Gulf,Kuwait,Support Plan,Online,Mid-Market,8,268.57,0.225,2862.7,652.05,2790.9
ORD-00223,2023-11-23,Levant,Qatar,Analytics Suite,Direct,Enterprise,35,1651.99,,127056.33,16180.44,8363.98
ORD-00224,2023-11-23,Gulf,Saudi Arabia,Analytics Suite,Online,Mid-Market,9,650.21,0.004,9870.5,2431.71,3423.5
ORD-00225,2023-11-25,Gulf,Morocco,Analytics Suite,Reseller,Startup,28,1854.1,0.213,19618.95,4764.12,7107.98
ORD-00226,2023-11-25,Nile Valley,Qatar,Analytics Suite,Partner,Mid-Market,17,1618.92,0.257,34409.53,,1500.09
ORD-00227,2023-11-26,Nile Valley,Bahrain,Analytics Suite,Online,Enterprise,2,750.71,0.269,3253.22,1006.78,50.0
ORD-00228,2023-12-01,North Africa,Qatar,Professional Services,Online,SMB,18,849.77,0.021,14285.39,3662.68,50.0
ORD-00229,2023-12-02,Gulf,Egypt,Support Plan,Direct,Mid-Market,2,46.64,0.106,138.44,39.29,50.0
ORD-00230,2023-12-07,North Africa,Qatar,Hardware,Reseller,SMB,19,600.57,0.147,10579.77,2419.2,738.78
ORD-00231,2023-12-13,North Africa,UAE,Support Plan,Direct,Mid-Market,22,261.43,0.063,9118.09,2334.67,1629.56
ORD-00232,2023-12-16,Gulf,Saudi Arabia,Analytics Suite,Reseller,Startup,21,1332.95,,14274.6,2521.51,108.15
ORD-00233,2023-12-21,Levant,Kuwait,Analytics Suite,Online,Enterprise,12,579.88,0.025,19653.4,6568.69,11139.19
ORD-00234,2023-12-22,Gulf,Bahrain,Analytics Suite,Direct,Mid-Market,30,695.66,0.04,32575.96,6780.96,136.37
ORD-00235,2023-12-24,Gulf,Jordan,Hardware,Online,SMB,24,937.57,0.234,14626.52,2277.52,9052.23
ORD-00236,2023-12-26,Levant,Qatar,Analytics Suite,Direct,Startup,10,2117.39,0.092,10277.3,1359.7,50.0
ORD-00237,2023-12-27,Gulf,Saudi Arabia,Support Plan,Online,Mid-Market,17,89.42,0.249,2044.7,531.54,627.03
ORD-00238,2023-12-27,Gulf,Bahrain,Hardware,Reseller,SMB,5,585.3,0.017,3089.35,1039.08,6575.24
ORD-00239,2023-12-28,North Africa,Morocco,Hardware,Reseller,Enterprise,37,592.32,0.197,56904.26,18042.91,12761.65
ORD-00240,2023-12-30,Nile Valley,Egypt,Analytics Suite,Reseller,Enterprise,30,2016.85,0.137,172640.62,47383.46,18512.93
ORD-00241,2024-01-01,Levant,Bahrain,Analytics Suite,Partner,Enterprise,12,1413.34,0.279,35072.26,11852.02,7119.6
ORD-00242,2024-01-02,North Africa,Kuwait,Analytics Suite,Online,SMB,27,2054.49,0.274,33891.68,9456.53,6275.78
ORD-00243,2024-01-02,Nile Valley,Kuwait,Analytics Suite,Partner,Mid-Market,27,939.86,0.131,41044.56,7988.72,2093.76
ORD-00244,2024-01-03,Gulf,Egypt,Analytics Suite,Reseller,SMB,24,606.7,0.218,10036.99,2532.01,4434.64
ORD-00245,2024-01-03,Levant,Bahrain,Support Plan,Partner,Enterprise,3,299.71,0.08,2312.33,318.06,10044.88
ORD-00246,2024-01-04,Gulf,Morocco,Hardware,Reseller,Startup,35,695.75,0.203,12109.58,2043.74,3926.87
ORD-00247,2024-01-10,Gulf,Qatar,Support Plan,Partner,Startup,38,255.97,0.028,5942.41,1258.95,3683.21
ORD-00248,2024-01-13,North Africa,Jordan,Support Plan,Online,Enterprise,38,81.37,0.152,8660.62,1423.81,4564.23
ORD-00249,2024-01-16,Levant,Kuwait,Analytics Suite,Direct,Enterprise,39,1250.63,0.064,140533.15,46343.65,9202.23
ORD-00250,2024-01-16,Levant,UAE,Professional Services,Online,Enterprise,37,450.73,,40512.12,13734.88,7275.0
ORD-00251,2024-01-17,Gulf,Egypt,Support Plan,Direct,Startup,29,149.64,0.156,1848.98,372.76,50.0
ORD-00252,2024-01-17,Gulf,Egypt,Hardware,Direct,Mid-Market,3,1049.43,0.207,4214.01,1163.2,50.0
ORD-00253,2024-01-17,Nile Valley,Bahrain,Hardware,Partner,SMB,19,1058.59,0.126,16584.14,3477.85,13327.89
ORD-00254,2024-01-18,Gulf,Kuwait,Analytics Suite,Partner,Mid-Market,10,467.16,0.101,8148.12,1227.86,50.0
ORD-00255,2024-01-18,Gulf,Egypt,Analytics Suite,Online,SMB,9,1847.2,0.071,17168.39,3332.79,50.0
ORD-00256,2024-01-18,Gulf,Kuwait,Analytics Suite,Partner,Mid-Market,33,582.58,0.319,23657.14,4053.46,8883.31
ORD-00257,2024-01-20,Levant,Kuwait,Support Plan,Direct,SMB,32,182.9,0.28,3681.21,707.44,50.0
ORD-00258,2024-01-20,Levant,Morocco,Hardware,Partner,Startup,21,258.42,0.047,2864.36,479.22,50.0
ORD-00259,2024-01-22,Levant,Morocco,Analytics Suite,Partner,Enterprise,29,477.36,0.261,30394.0,4398.5,10197.64
ORD-00260,2024-01-22,Gulf,Bahrain,Professional Services,Online,Startup,6,486.57,0.146,1549.39,260.04,410.21
ORD-00261,2024-01-22,Gulf,Qatar,Support Plan,Online,Enterprise,9,81.91,0.005,2106.86,672.65,50.0
ORD-00262,2024-01-24,North Africa,UAE,Analytics Suite,Direct,Mid-Market,34,529.2,0.185,22065.14,3061.51,5500.64
ORD-00263,2024-01-26,Levant,Kuwait,Analytics Suite,Online,Startup,18,1258.75,0.046,12822.85,2454.89,50.0
ORD-00264,2024-01-28,Levant,Qatar,Professional Services,Online,SMB,22,860.42,0.073,17187.45,4060.69,10137.88
ORD-00265,2024-01-28,North Africa,Qatar,Professional Services,Reseller,SMB,19,372.82,0.244,5870.22,,50.0
ORD-00266,2024-01-29,North Africa,Kuwait,Support Plan,Online,Mid-Market,8,202.13,0.09,2236.16,522.98,5781.25
ORD-00267,2024-01-29,Gulf,Bahrain,Analytics Suite,Reseller,Mid-Market,33,1774.14,0.312,76541.44,9916.13,18497.2
ORD-00268,2024-01-31,Gulf,Egypt,Professional Services,Direct,Mid-Market,30,603.69,,20950.59,5503.41,50.0
ORD-00269,2024-02-01,Levant,Morocco,Analytics Suite,Online,SMB,27,652.32,0.291,10689.19,2607.79,269.44
ORD-00270,2024-02-01,Gulf,UAE,Hardware,Direct,Mid-Market,14,1377.3,0.215,26127.32,7049.48,5173.33
ORD-00271,2024-02-04,North Africa,Kuwait,Analytics Suite,Direct,Mid-Market,26,1470.57,0.304,42630.38,10435.78,619.5
ORD-00272,2024-02-05,Levant,Morocco,Analytics Suite,Reseller,Mid-Market,38,1554.99,0.127,92837.23,20084.29,12557.97
ORD-00273,2024-02-06,North Africa,Egypt,Support Plan,Partner,Mid-Market,26,171.49,0.192,5409.37,1065.81,50.0
ORD-00274,2024-02-07,Nile Valley,Kuwait,Support Plan,Online,Mid-Market,20,295.92,0.181,7313.44,1241.94,50.0
ORD-00275,2024-02-08,Levant,Morocco,Support Plan,Online,Enterprise,11,98.06,0.316,2565.27,590.05,564.48
ORD-00276,2024-02-09,Nile Valley,Morocco,Support Plan,Online,Startup,21,166.87,0.058,1700.56,213.81,577.8
ORD-00277,2024-02-11,Levant,Morocco,Hardware,Direct,SMB,15,509.19,0.202,6400.54,1230.27,1627.5
ORD-00278,2024-02-12,Nile Valley,Egypt,Support Plan,Direct,Enterprise,24,131.0,0.264,8117.74,2184.74,50.0
ORD-00279,2024-02-12,Gulf,UAE,Support Plan,Direct,SMB,2,226.5,0.13,343.89,49.49,50.0
ORD-00280,2024-02-12,Levant,Jordan,Support Plan,Reseller,Startup,8,85.36,0.304,290.77,38.92,50.0
ORD-00281,2024-02-15,Levant,Saudi Arabia,Analytics Suite,Direct,Mid-Market,31,460.5,0.131,20341.05,5359.45,2206.21
ORD-00282,2024-02-16,Gulf,Egypt,Support Plan,Online,Enterprise,15,148.34,0.061,6614.86,1372.65,50.0
ORD-00283,2024-02-16,Gulf,Kuwait,Analytics Suite,Partner,Enterprise,17,569.61,0.204,22105.84,6552.2,4351.53
ORD-00284,2024-02-18,Nile Valley,UAE,Support Plan,Direct,Enterprise,22,282.6,0.147,19145.65,6245.47,50.0
ORD-00285,2024-02-18,Levant,Kuwait,Analytics Suite,Partner,SMB,18,1549.72,0.005,28516.21,9426.0,50.0
ORD-00286,2024-02-19,Gulf,Kuwait,Hardware,Direct,Startup,30,1208.58,0.024,20125.02,4299.32,946.99
ORD-00287,2024-02-19,Gulf,Kuwait,Support Plan,Direct,Enterprise,10,148.24,0.068,5174.89,921.92,50.0
ORD-00288,2024-02-21,Gulf,Egypt,Hardware,Direct,SMB,30,574.9,0.269,12115.69,3076.11,9997.83
ORD-00289,2024-02-23,Gulf,Saudi Arabia,Support Plan,Reseller,Enterprise,9,115.52,,2628.41,678.66,414.33
ORD-00290,2024-02-23,Nile Valley,Bahrain,Analytics Suite,Online,SMB,15,1034.94,0.191,13561.47,3484.16,2554.4
ORD-00291,2024-02-29,Levant,Egypt,Professional Services,Reseller,SMB,23,637.39,0.037,16152.42,3081.74,50.0
ORD-00292,2024-03-04,Gulf,Jordan,Support Plan,Partner,Mid-Market,35,129.35,0.187,7333.69,982.9,797.29
ORD-00293,2024-03-05,Levant,UAE,Professional Services,Direct,Enterprise,10,528.07,,14003.94,2327.47,50.0
ORD-00294,2024-03-07,Gulf,UAE,Support Plan,Online,SMB,23,298.65,0.262,4579.2,705.07,50.0
ORD-00295,2024-03-09,Gulf,Jordan,Support Plan,Reseller,Startup,3,184.46,0.102,309.47,45.57,50.0
ORD-00296,2024-03-09,North Africa,Bahrain,Hardware,Online,Mid-Market,3,822.59,0.043,4587.33,1485.3,50.0
ORD-00297,2024-03-10,Levant,Jordan,Support Plan,Direct,Enterprise,30,207.3,0.315,14701.96,1809.03,50.0
ORD-00298,2024-03-11,Nile Valley,Jordan,Analytics Suite,Partner,Enterprise,29,1262.6,0.299,79364.6,20032.32,3608.2
ORD-00299,2024-03-12,Levant,UAE,Professional Services,Reseller,SMB,15,270.0,0.019,4617.38,1516.55,8231.3
ORD-00300,2024-03-13,Levant,Bahrain,Professional Services,Online,SMB,25,231.81,0.288,3835.43,764.06,4815.08
ORD-00301,2024-03-14,North Africa,Kuwait,Hardware,Reseller,SMB,15,791.53,0.034,11709.48,2762.99,8322.53
ORD-00302,2024-03-15,Nile Valley,UAE,Analytics Suite,Online,SMB,11,860.69,0.022,9521.03,2599.93,8420.1
ORD-00303,2024-03-15,North Africa,UAE,Support Plan,Direct,Startup,17,199.74,0.266,1289.04,244.63,3684.01
ORD-00304,2024-03-16,Nile Valley,Jordan,Professional Services,Reseller,Startup,13,412.01,0.188,2671.49,601.31,50.0
ORD-00305,2024-03-16,North Africa,Egypt,Support Plan,Reseller,Mid-Market,32,157.14,0.145,6753.73,2024.51,50.0
ORD-00306,2024-03-16,Nile Valley,Jordan,Professional Services,Online,SMB,17,754.07,0.316,9501.15,2698.12,7153.97
ORD-00307,2024-03-19,Gulf,UAE,Support Plan,Reseller,Mid-Market,13,114.9,0.294,2091.22,622.89,589.56
ORD-00308,2024-03-20,North Africa,Egypt,Analytics Suite,Direct,Mid-Market,21,1479.31,,52196.43,17601.41,19342.89
ORD-00309,2024-03-20,Levant,Egypt,Professional Services,Reseller,Startup,30,759.51,0.216,10972.91,,50.0
ORD-00310,2024-03-21,Levant,Egypt,Analytics Suite,Direct,SMB,11,2080.1,0.27,15392.34,4376.97,12193.47
ORD-00311,2024-03-23,North Africa,Kuwait,Analytics Suite,Reseller,Startup,37,2086.43,0.193,39796.52,,3953.32
ORD-00312,2024-03-27,Nile Valley,Bahrain,Support Plan,Direct,Mid-Market,19,235.88,0.344,6012.65,,7728.11
ORD-00313,2024-03-29,Nile Valley,Bahrain,Professional Services,Online,SMB,26,421.37,0.24,7680.73,2171.9,9819.59
ORD-00314,2024-03-30,Gulf,Kuwait,Hardware,Reseller,Mid-Market,38,348.54,0.036,24342.58,6936.2,50.0
ORD-00315,2024-04-01,North Africa,UAE,Analytics Suite,Direct,Enterprise,17,515.15,0.069,27365.77,8616.49,740.43
ORD-00316,2024-04-03,North Africa,Bahrain,Analytics Suite,Direct,Mid-Market,8,1727.43,0.289,17910.15,3525.63,50.0
ORD-00317,2024-04-03,Gulf,Qatar,Hardware,Reseller,SMB,30,588.1,0.349,12600.54,,50.0
ORD-00318,2024-04-05,Gulf,Qatar,Analytics Suite,Direct,Enterprise,1,554.0,0.034,1790.87,325.34,3713.18
ORD-00319,2024-04-08,Gulf,Kuwait,Analytics Suite,Online,Startup,18,960.2,0.035,9994.66,2506.71,168.19
ORD-00320,2024-04-12,North Africa,Jordan,Analytics Suite,Reseller,Enterprise,39,422.44,0.267,37334.76,10650.06,4754.79
ORD-00321,2024-04-12,Levant,Bahrain,Support Plan,Online,Enterprise,17,119.78,0.023,6455.94,,3691.78
ORD-00322,2024-04-14,Nile Valley,Qatar,Hardware,Partner,SMB,27,1205.39,0.024,36532.59,7760.52,50.0
ORD-00323,2024-04-17,Levant,Qatar,Professional Services,Partner,Enterprise,21,839.9,0.311,36168.3,8388.1,11088.34
ORD-00324,2024-04-20,Nile Valley,Kuwait,Professional Services,Online,Startup,9,281.74,0.28,1096.91,212.19,50.0
ORD-00325,2024-04-22,Levant,Egypt,Analytics Suite,Online,SMB,13,1924.37,0.309,16266.13,2556.84,4743.99
ORD-00326,2024-04-22,North Africa,Egypt,Analytics Suite,Online,Enterprise,21,1131.7,0.228,440825.8698542622,110206.46746356555,11469.63
ORD-00327,2024-04-24,Gulf,Kuwait,Support Plan,Direct,SMB,5,95.59,0.113,451.51,144.79,7243.0
ORD-00328,2024-04-24,Levant,Saudi Arabia,Analytics Suite,Online,SMB,17,1311.65,0.317,15387.2,2892.38,1296.56
ORD-00329,2024-04-25,North Africa,Egypt,Analytics Suite,Online,SMB,17,801.47,,11754.94,3931.4,50.0
ORD-00330,2024-04-26,Nile Valley,Kuwait,Analytics Suite,Online,Startup,33,2099.46,0.096,36011.04,6234.42,4620.92
ORD-00331,2024-04-26,North Africa,Bahrain,Analytics Suite,Direct,SMB,5,894.95,0.31,30651.034295047142,7662.758573761786,1491.96
ORD-00332,2024-05-02,Gulf,Qatar,Support Plan,Online,SMB,33,97.07,0.238,2554.12,628.97,50.0
ORD-00333,2024-05-02,Gulf,Morocco,Professional Services,Online,Mid-Market,17,148.1,0.313,3130.76,855.67,1149.17
ORD-00334,2024-05-03,Gulf,Morocco,Analytics Suite,Direct,SMB,26,1060.04,,29251.03,7654.14,1616.85
ORD-00335,2024-05-03,Gulf,Kuwait,Support Plan,Reseller,Startup,22,170.01,,1414.03,389.54,50.0
ORD-00336,2024-05-03,North Africa,Qatar,Professional Services,Online,SMB,12,387.3,0.214,3738.54,1193.42,3970.07
ORD-00337,2024-05-03,North Africa,Saudi Arabia,Professional Services,Partner,SMB,37,626.3,0.234,17689.31,4315.54,50.0
ORD-00338,2024-05-05,North Africa,Qatar,Professional Services,Online,Mid-Market,9,508.2,0.32,5108.72,689.3,50.0
ORD-00339,2024-05-07,Nile Valley,Morocco,Support Plan,Online,SMB,2,259.12,0.133,501.42,90.05,50.0
ORD-00340,2024-05-11,North Africa,Kuwait,Professional Services,Online,Startup,30,176.97,0.252,2607.91,719.28,6792.13
ORD-00341,2024-05-12,North Africa,Bahrain,Analytics Suite,Partner,Enterprise,25,1879.19,0.224,139587.66,31923.2,16535.94
ORD-00342,2024-05-12,Gulf,Bahrain,Analytics Suite,Reseller,Mid-Market,35,683.68,0.276,35525.75,8550.39,4677.91
ORD-00343,2024-05-14,Gulf,Qatar,Analytics Suite,Reseller,SMB,18,586.32,0.314,7506.6,1886.02,50.0
ORD-00344,2024-05-15,Levant,Egypt,Support Plan,Direct,Mid-Market,1,126.11,0.238,165.55,33.8,2447.26
ORD-00345,2024-05-17,Nile Valley,Morocco,Analytics Suite,Online,SMB,1,1609.4,0.024,1723.73,500.32,7283.03
ORD-00346,2024-05-18,Gulf,UAE,Analytics Suite,Direct,Enterprise,17,1831.95,0.064,113479.01,31680.81,17015.03
ORD-00347,2024-05-20,Levant,Bahrain,Professional Services,Partner,Mid-Market,10,191.08,0.334,2509.74,695.57,3903.28
ORD-00348,2024-05-23,North Africa,Jordan,Analytics Suite,Reseller,SMB,36,1792.93,0.339,303936.0757712495,75984.01894281237,8575.19
ORD-00349,2024-05-24,Gulf,Jordan,Analytics Suite,Direct,SMB,5,1106.88,0.339,4085.81,1290.62,50.0
ORD-00350,2024-05-24,Levant,Egypt,Analytics Suite,Partner,SMB,35,459.16,0.013,18140.51,4553.02,50.0
ORD-00351,2024-05-26,Nile Valley,Egypt,Support Plan,Direct,SMB,9,62.87,0.134,583.65,194.21,50.0
ORD-00352,2024-05-26,North Africa,Jordan,Analytics Suite,Online,SMB,5,469.7,0.266,1969.15,287.93,50.0
ORD-00353,2024-05-29,Gulf,Qatar,Analytics Suite,Partner,SMB,11,992.1,0.264,8343.34,2161.18,50.0
ORD-00354,2024-06-01,Nile Valley,Kuwait,Analytics Suite,Online,SMB,6,1291.88,0.03,7428.31,2063.02,50.0
ORD-00355,2024-06-04,Gulf,Morocco,Professional Services,Reseller,SMB,16,582.81,0.213,7781.19,1750.68,50.0
ORD-00356,2024-06-04,Nile Valley,Morocco,Hardware,Online,SMB,13,1200.68,0.05,14928.89,2738.05,446.18
ORD-00357,2024-06-07,Gulf,Kuwait,Support Plan,Online,Enterprise,21,193.28,0.173,13133.31,3165.24,1211.91
ORD-00358,2024-06-08,Levant,Jordan,Support Plan,Direct,Mid-Market,21,158.36,,5680.79,1137.55,50.0
ORD-00359,2024-06-09,Gulf,Egypt,Hardware,Direct,SMB,1,1114.86,0.019,7567.385300749553,1891.8463251873882,552.39
ORD-00360,2024-06-10,Gulf,Jordan,Hardware,Reseller,Startup,5,1487.19,0.028,4130.48,819.88,50.0
ORD-00361,2024-06-11,Nile Valley,UAE,Support Plan,Reseller,SMB,7,284.28,0.319,1504.25,238.66,5899.77
ORD-00362,2024-06-14,Gulf,Morocco,Hardware,Online,Enterprise,8,556.51,0.261,11471.91,2831.33,529.02
ORD-00363,2024-06-14,Gulf,Bahrain,Hardware,Partner,SMB,4,1257.58,0.326,3213.29,665.53,4037.34
ORD-00364,2024-06-17,Gulf,Bahrain,Professional Services,Direct,Mid-Market,13,389.0,0.164,8766.25,1236.9,2117.66
ORD-00365,2024-06-18,North Africa,Bahrain,Support Plan,Reseller,SMB,22,230.71,0.145,4440.95,1084.77,50.0
ORD-00366,2024-06-22,North Africa,Egypt,Analytics Suite,Reseller,Startup,13,1649.28,0.125,11045.63,2632.46,850.04
ORD-00367,2024-06-24,Nile Valley,Jordan,Analytics Suite,Direct,SMB,13,1565.34,0.216,15563.11,2460.58,50.0
ORD-00368,2024-07-01,Gulf,Bahrain,Support Plan,Online,SMB,19,72.28,0.123,1309.66,,50.0
ORD-00369,2024-07-06,Levant,Bahrain,Support Plan,Online,Mid-Market,22,126.27,0.261,4080.03,998.87,50.0
ORD-00370,2024-07-06,Gulf,Saudi Arabia,Support Plan,Partner,Mid-Market,13,226.27,0.28,4423.82,1283.77,2533.97
ORD-00371,2024-07-07,Levant,Kuwait,Support Plan,Reseller,Startup,9,202.68,0.307,660.47,131.79,50.0
ORD-00372,2024-07-08,Nile Valley,Bahrain,Support Plan,Direct,SMB,16,257.67,0.085,4623.72,807.89,631.95
ORD-00373,2024-07-08,North Africa,Jordan,Professional Services,Partner,SMB,1,273.64,0.184,254.34,83.74,3032.42
ORD-00374,2024-07-09,Levant,UAE,Analytics Suite,Direct,Mid-Market,20,1313.05,0.078,42581.98,10367.34,9869.51
ORD-00375,2024-07-11,Gulf,Jordan,Analytics Suite,Online,Enterprise,37,1163.81,0.013,135361.31,17051.57,12235.86
ORD-00376,2024-07-12,Nile Valley,Saudi Arabia,Professional Services,Online,Enterprise,16,162.72,0.248,6431.3,1932.97,864.85
ORD-00377,2024-07-12,Levant,Morocco,Professional Services,Reseller,Enterprise,5,228.73,0.192,3598.18,587.53,1397.5
ORD-00378,2024-07-12,Gulf,Kuwait,Hardware,Online,Mid-Market,28,836.0,0.253,30897.24,9050.67,11821.21
ORD-00379,2024-07-14,Gulf,Morocco,Hardware,Direct,Startup,5,297.93,0.031,866.14,238.31,50.0
ORD-00380,2024-07-19,Gulf,Kuwait,Hardware,Partner,SMB,8,1081.27,0.348,6457.57,2151.27,50.0
ORD-00381,2024-07-19,Gulf,UAE,Analytics Suite,Direct,Mid-Market,6,1959.3,0.348,16100.52,5352.25,16639.41
ORD-00382,2024-07-20,Gulf,Qatar,Support Plan,Online,Enterprise,35,40.83,0.163,4402.28,794.04,50.0
ORD-00383,2024-07-25,Levant,Kuwait,Analytics Suite,Online,Mid-Market,39,1402.3,0.303,77597.25,22396.03,50.0
ORD-00384,2024-07-27,Levant,Kuwait,Support Plan,Reseller,Startup,23,54.12,0.085,625.08,118.58,50.0
ORD-00385,2024-07-29,Gulf,Egypt,Hardware,Partner,Mid-Market,25,1199.78,0.258,46938.49,12130.01,50.0
ORD-00386,2024-07-30,Levant,Egypt,Analytics Suite,Partner,SMB,26,1388.16,0.308,25251.26,6350.8,4293.6
ORD-00387,2024-08-03,Nile Valley,Egypt,Support Plan,Direct,Startup,24,177.92,0.285,1654.23,218.36,4445.23
ORD-00388,2024-08-04,North Africa,Morocco,Analytics Suite,Partner,Enterprise,22,1190.69,0.284,75574.53,9155.1,4287.94
ORD-00389,2024-08-05,Levant,Qatar,Analytics Suite,Partner,SMB,39,883.32,0.162,28536.54,3787.03,955.78
ORD-00390,2024-08-05,Gulf,Egypt,Analytics Suite,Reseller,Startup,29,648.92,0.287,7306.3,1082.41,5720.64
ORD-00391,2024-08-06,Nile Valley,Morocco,Analytics Suite,Reseller,Mid-Market,4,1657.54,0.242,9926.75,1753.89,50.0
ORD-00392,2024-08-06,Gulf,Egypt,Hardware,Direct,Enterprise,16,1148.76,0.046,58608.67,18727.24,102.37
ORD-00393,2024-08-06,Gulf,UAE,Support Plan,Partner,Startup,39,215.48,0.04,4397.2,1029.38,50.0
ORD-00394,2024-08-07,Nile Valley,Kuwait,Professional Services,Online,Startup,16,305.42,0.27,2251.79,664.99,50.0
ORD-00395,2024-08-08,Levant,Jordan,Professional Services,Partner,SMB,8,131.02,0.219,961.85,292.81,50.0
ORD-00396,2024-08-09,North Africa,Egypt,Analytics Suite,Direct,SMB,34,534.61,0.182,17651.2,,50.0
ORD-00397,2024-08-11,Levant,Jordan,Analytics Suite,Reseller,Mid-Market,25,598.31,0.318,17485.32,,3222.16
ORD-00398,2024-08-12,North Africa,Qatar,Professional Services,Online,Startup,22,384.94,0.231,4070.54,1262.07,50.0
ORD-00399,2024-08-13,Gulf,UAE,Analytics Suite,Online,Mid-Market,17,1566.33,0.139,48002.52,13596.76,8640.4
ORD-00400,2024-08-14,Gulf,Egypt,Hardware,Partner,Enterprise,5,1010.01,0.145,13790.8,3909.6,2705.84
ORD-00401,2024-08-19,Gulf,Saudi Arabia,Analytics Suite,Reseller,SMB,15,1901.96,0.212,22453.72,7148.06,3778.38
ORD-00402,2024-08-19,Gulf,Saudi Arabia,Professional Services,Direct,Startup,18,784.46,0.266,5431.52,1367.15,50.0
ORD-00403,2024-08-19,Nile Valley,Egypt,Professional Services,Partner,Startup,37,307.96,0.198,5679.01,1341.87,3264.76
ORD-00404,2024-08-22,Gulf,Morocco,Analytics Suite,Reseller,Mid-Market,12,1980.38,,34056.25,10756.18,2351.6
ORD-00405,2024-08-23,Levant,Jordan,Analytics Suite,Reseller,Enterprise,6,1862.51,0.254,31718.27,6977.43,2932.51
ORD-00406,2024-08-24,North Africa,UAE,Hardware,Partner,Startup,17,1314.31,0.247,11837.03,3533.89,6917.82
ORD-00407,2024-08-24,North Africa,Jordan,Analytics Suite,Online,Startup,39,853.08,0.291,112017.28753849275,28004.321884623187,50.0
ORD-00408,2024-08-27,Levant,UAE,Support Plan,Direct,SMB,19,58.97,0.022,1259.07,151.45,7237.06
ORD-00409,2024-08-29,Levant,UAE,Support Plan,Direct,SMB,15,59.03,0.264,654.91,154.7,7653.8
ORD-00410,2024-09-02,Nile Valley,Kuwait,Analytics Suite,Partner,Mid-Market,27,1585.92,0.18,57892.09,7884.59,10894.85
ORD-00411,2024-09-04,North Africa,Jordan,Professional Services,Reseller,Mid-Market,26,254.45,0.026,13387.22,4482.57,50.0
ORD-00412,2024-09-05,North Africa,Qatar,Professional Services,Online,Enterprise,12,845.22,0.238,27160.3,3292.11,50.0
ORD-00413,2024-09-05,Nile Valley,Saudi Arabia,Analytics Suite,Partner,Enterprise,38,497.89,0.251,57643.62,16024.52,12574.93
ORD-00414,2024-09-07,North Africa,Saudi Arabia,Professional Services,Partner,Mid-Market,24,560.82,0.183,21458.7,3724.04,3159.18
ORD-00415,2024-09-08,Gulf,Morocco,Analytics Suite,Direct,Startup,3,817.74,,987.9,328.83,50.0
ORD-00416,2024-09-08,Levant,Morocco,Analytics Suite,Partner,Enterprise,16,1516.06,0.105,534128.7999648309,133532.19999120772,15373.3
ORD-00417,2024-09-11,Gulf,Bahrain,Support Plan,Direct,Mid-Market,36,49.85,0.071,2940.81,370.55,50.0
ORD-00418,2024-09-12,North Africa,Egypt,Hardware,Direct,SMB,16,780.58,0.123,13504.39,1700.55,50.0
ORD-00419,2024-09-15,Nile Valley,UAE,Analytics Suite,Online,Mid-Market,23,1930.51,0.144,77946.42,18842.93,12106.23
ORD-00420,2024-09-21,Levant,Bahrain,Analytics Suite,Direct,Enterprise,24,1949.38,0.244,121423.88,40929.15,8730.84
ORD-00421,2024-09-22,Levant,UAE,Support Plan,Direct,SMB,28,185.82,0.296,4097.44,1374.9,50.0
ORD-00422,2024-09-23,Gulf,Saudi Arabia,Professional Services,Online,Mid-Market,35,365.61,0.252,19529.37,3792.6,8055.25
ORD-00423,2024-09-23,Nile Valley,Morocco,Analytics Suite,Partner,SMB,6,1124.7,0.061,7636.24,1727.28,2023.47
ORD-00424,2024-09-25,Gulf,Morocco,Analytics Suite,Partner,Startup,21,677.54,0.128,6778.48,963.22,7355.25
ORD-00425,2024-09-25,Gulf,Qatar,Professional Services,Direct,Enterprise,21,858.58,0.055,52740.41,12387.61,12273.76
ORD-00426,2024-09-27,Gulf,Bahrain,Analytics Suite,Direct,Startup,6,555.45,0.24,1401.55,353.1,208.77
ORD-00427,2024-09-27,Gulf,Bahrain,Analytics Suite,Partner,Startup,27,1981.25,0.087,29635.55,5193.14,50.0
ORD-00428,2024-09-28,Levant,Egypt,Analytics Suite,Online,Startup,5,2063.72,0.184,5226.04,1330.89,50.0
